tubeID,Sp1,Sp2,Sp1_Dens,Sp2_Dens,Repeat,Treatment,Block,Combn,Column,Row,Tray,RowBlock,Rows_Box,Cols_Box,BoxNum
305,BIR,SIM,3,6,b,Cold Safe,B,BIRSIM,5,3,2, ,2,5,1
293,BIR,SIM,3,3,b,Cold Safe,B,BIRSIM,5,4,2, ,2,1,1
353,BIR,SIM,9,3,b,Cold Safe,B,BIRSIM,5,5,2, ,2,7,1
365,BIR,SIM,12,3,b,Cold Safe,B,BIRSIM,5,6,2, ,2,3,1
317,BIR,SIM,3,9,b,Cold Safe,B,BIRSIM,5,7,2, ,2,2,1
341,BIR,SIM,6,3,b,Cold Safe,B,BIRSIM,5,8,2, ,9,1,1
209,BIR,PSA,3,3,b,Cold Safe,B,BIRPSA,6,2,2, ,3,3,1
245,BIR,PSA,3,12,b,Cold Safe,B,BIRPSA,6,3,2, ,3,1,1
233,BIR,PSA,3,9,b,Cold Safe,B,BIRPSA,6,4,2, ,3,2,1
221,BIR,PSA,3,6,b,Cold Safe,B,BIRPSA,6,5,2, ,3,6,1
257,BIR,PSA,6,3,b,Cold Safe,B,BIRPSA,6,6,2, ,3,5,1
269,BIR,PSA,9,3,b,Cold Safe,B,BIRPSA,6,7,2, ,3,7,1
281,BIR,PSA,12,3,b,Cold Safe,B,BIRPSA,6,8,2, ,3,4,1
629,PAL,BIR,6,3,b,Cold Safe,B,PALBIR,7,2,2, ,7,1,1
581,PAL,BIR,3,3,b,Cold Safe,B,PALBIR,7,3,2, ,7,3,1
605,PAL,BIR,3,9,b,Cold Safe,B,PALBIR,7,4,2, ,7,6,1
653,PAL,BIR,12,3,b,Cold Safe,B,PALBIR,7,5,2, ,7,5,1
593,PAL,BIR,3,6,b,Cold Safe,B,PALBIR,7,6,2, ,7,7,1
617,PAL,BIR,3,12,b,Cold Safe,B,PALBIR,7,7,2, ,7,2,1
641,PAL,BIR,9,3,b,Cold Safe,B,PALBIR,7,8,2, ,9,3,1
1901,SUL,PSA,3,3,b,Cold Safe,B,SULPSA,8,2,2, ,3,1,2
1973,SUL,PSA,12,3,b,Cold Safe,B,SULPSA,8,3,2, ,3,6,2
1925,SUL,PSA,3,9,b,Cold Safe,B,SULPSA,8,4,2, ,3,3,2
1961,SUL,PSA,9,3,b,Cold Safe,B,SULPSA,8,5,2, ,3,4,2
1913,SUL,PSA,3,6,b,Cold Safe,B,SULPSA,8,6,2, ,3,2,2
1937,SUL,PSA,3,12,b,Cold Safe,B,SULPSA,8,7,2, ,3,7,2
1949,SUL,PSA,6,3,b,Cold Safe,B,SULPSA,8,8,2, ,3,5,2
1889,SUL,PAN,12,3,b,Cold Safe,B,SULPAN,1,2,3, ,1,2,2
1853,SUL,PAN,3,12,b,Cold Safe,B,SULPAN,1,3,3, ,1,3,2
1877,SUL,PAN,9,3,b,Cold Safe,B,SULPAN,1,4,3, ,1,6,2
1841,SUL,PAN,3,9,b,Cold Safe,B,SULPAN,1,5,3, ,1,4,2
1817,SUL,PAN,3,3,b,Cold Safe,B,SULPAN,1,6,3, ,1,7,2
1829,SUL,PAN,3,6,b,Cold Safe,B,SULPAN,1,7,3, ,1,5,2
1865,SUL,PAN,6,3,b,Cold Safe,B,SULPAN,1,8,3, ,1,1,2
929,PAL,SUL,3,6,b,Cold Safe,B,PALSUL,2,2,3, ,2,3,2
977,PAL,SUL,9,3,b,Cold Safe,B,PALSUL,2,3,3, ,8,1,2
989,PAL,SUL,12,3,b,Cold Safe,B,PALSUL,2,4,3, ,2,5,2
953,PAL,SUL,3,12,b,Cold Safe,B,PALSUL,2,5,3, ,2,2,2
965,PAL,SUL,6,3,b,Cold Safe,B,PALSUL,2,6,3, ,2,7,2
917,PAL,SUL,3,3,b,Cold Safe,B,PALSUL,2,7,3, ,2,6,2
941,PAL,SUL,3,9,b,Cold Safe,B,PALSUL,2,8,3, ,2,1,2
1277,PSA,PAN,3,12,b,Cold Safe,B,PSAPAN,3,2,3, ,7,6,2
1313,PSA,PAN,12,3,b,Cold Safe,B,PSAPAN,3,3,3, ,7,5,2
1289,PSA,PAN,6,3,b,Cold Safe,B,PSAPAN,3,4,3, ,7,7,2
1253,PSA,PAN,3,6,b,Cold Safe,B,PSAPAN,3,5,3, ,7,2,2
1241,PSA,PAN,3,3,b,Cold Safe,B,PSAPAN,3,6,3, ,8,3,2
1301,PSA,PAN,9,3,b,Cold Safe,B,PSAPAN,3,7,3, ,7,1,2
1265,PSA,PAN,3,9,b,Cold Safe,B,PSAPAN,3,8,3, ,7,3,2
749,PAL,PSA,3,3,b,Cold Safe,B,PALPSA,4,2,3, ,8,1,1
821,PAL,PSA,12,3,b,Cold Safe,B,PALPSA,4,3,3, ,8,4,1
773,PAL,PSA,3,9,b,Cold Safe,B,PALPSA,4,4,3, ,8,7,1
809,PAL,PSA,9,3,b,Cold Safe,B,PALPSA,4,5,3, ,8,6,1
761,PAL,PSA,3,6,b,Cold Safe,B,PALPSA,4,6,3, ,8,3,1
785,PAL,PSA,3,12,b,Cold Safe,B,PALPSA,4,7,3, ,8,5,1
797,PAL,PSA,6,3,b,Cold Safe,B,PALPSA,4,8,3, ,8,2,1
1541,SIM,PSA,3,6,b,Cold Safe,B,SIMPSA,5,2,3, ,6,1,2
1553,SIM,PSA,3,9,b,Cold Safe,B,SIMPSA,5,3,3, ,6,4,2
1577,SIM,PSA,6,3,b,Cold Safe,B,SIMPSA,5,4,3, ,6,2,2
1565,SIM,PSA,3,12,b,Cold Safe,B,SIMPSA,5,5,3, ,6,3,2
1589,SIM,PSA,9,3,b,Cold Safe,B,SIMPSA,5,6,3, ,6,5,2
1601,SIM,PSA,12,3,b,Cold Safe,B,SIMPSA,5,7,3, ,6,6,2
1529,SIM,PSA,3,3,b,Cold Safe,B,SIMPSA,5,8,3, ,6,7,2
1457,SIM,PAN,3,6,b,Cold Safe,B,SIMPAN,6,2,3, ,4,1,2
1505,SIM,PAN,9,3,b,Cold Safe,B,SIMPAN,6,3,3, ,4,4,2
1517,SIM,PAN,12,3,b,Cold Safe,B,SIMPAN,6,4,3, ,4,7,2
1481,SIM,PAN,3,12,b,Cold Safe,B,SIMPAN,6,5,3, ,4,2,2
1469,SIM,PAN,3,9,b,Cold Safe,B,SIMPAN,6,6,3, ,4,5,2
1445,SIM,PAN,3,3,b,Cold Safe,B,SIMPAN,6,7,3, ,4,3,2
1493,SIM,PAN,6,3,b,Cold Safe,B,SIMPAN,6,8,3, ,4,6,2
857,PAL,SIM,3,9,b,Cold Safe,B,PALSIM,7,2,3, ,5,2,2
833,PAL,SIM,3,3,b,Cold Safe,B,PALSIM,7,3,3, ,5,6,2
869,PAL,SIM,3,12,b,Cold Safe,B,PALSIM,7,4,3, ,5,1,2
893,PAL,SIM,9,3,b,Cold Safe,B,PALSIM,7,5,3, ,5,3,2
845,PAL,SIM,3,6,b,Cold Safe,B,PALSIM,7,6,3, ,5,5,2
881,PAL,SIM,6,3,b,Cold Safe,B,PALSIM,7,7,3, ,5,7,2
905,PAL,SIM,12,3,b,Cold Safe,B,PALSIM,7,8,3, ,8,2,2
389,BIR,SUL,3,6,b,Cold Safe,B,BIRSUL,8,2,3, ,5,7,1
413,BIR,SUL,3,12,b,Cold Safe,B,BIRSUL,8,3,3, ,9,2,1
377,BIR,SUL,3,3,b,Cold Safe,B,BIRSUL,8,4,3, ,5,5,1
401,BIR,SUL,3,9,b,Cold Safe,B,BIRSUL,8,5,3, ,5,1,1
425,BIR,SUL,6,3,b,Cold Safe,B,BIRSUL,8,6,3, ,5,2,1
449,BIR,SUL,12,3,b,Cold Safe,B,BIRSUL,8,7,3, ,5,3,1
437,BIR,SUL,9,3,b,Cold Safe,B,BIRSUL,8,8,3, ,5,6,1
89,BIR,   ,9,NA,e,Hot Para,B,BIR   ,1,1,1,Lower,12,1,2
113,BIR,   ,15,NA,e,Hot Para,B,BIR   ,1,2,1,Lower,11,7,2
110,BIR,   ,15,NA,b,Hot Para,B,BIR   ,1,3,1,Lower,9,6,2
32,BIR,   ,1,NA,h,Hot Para,B,BIR   ,1,4,1,Lower,8,4,2
29,BIR,   ,1,NA,e,Hot Para,B,BIR   ,1,5,1,Lower,10,7,2
1106,PAN,   ,15,NA,b,Hot Para,B,PAN   ,1,6,1,Upper,11,6,1
1061,PAN,   ,3,NA,e,Hot Para,B,PAN   ,1,7,1,Upper,12,2,1
1058,PAN,   ,3,NA,b,Hot Para,B,PAN   ,1,8,1,Upper,12,1,1
1028,PAN,   ,1,NA,h,Hot Para,B,PAN   ,1,9,1,Upper,13,1,1
1082,PAN,   ,9,NA,b,Hot Para,B,PAN   ,1,10,1,Upper,12,5,1
1781,SUL,   ,9,NA,e,Hot Para,B,SUL   ,2,1,1,Lower,10,5,2
1757,SUL,   ,3,NA,e,Hot Para,B,SUL   ,2,2,1,Lower,9,2,2
1754,SUL,   ,3,NA,b,Hot Para,B,SUL   ,2,3,1,Lower,9,3,2
1778,SUL,   ,9,NA,b,Hot Para,B,SUL   ,2,4,1,Lower,9,1,2
1718,SUL,   ,1,NA,b,Hot Para,B,SUL   ,2,5,1,Lower,11,1,2
35,BIR,   ,1,NA,k,Hot Para,B,BIR   ,2,6,1,Upper,10,6,1
62,BIR,   ,3,NA,b,Hot Para,B,BIR   ,2,7,1,Upper,10,4,1
65,BIR,   ,3,NA,e,Hot Para,B,BIR   ,2,8,1,Upper,11,3,1
26,BIR,   ,1,NA,b,Hot Para,B,BIR   ,2,9,1,Upper,11,5,1
86,BIR,   ,9,NA,b,Hot Para,B,BIR   ,2,10,1,Upper,13,5,1
1022,PAN,   ,1,NA,b,Hot Para,B,PAN   ,3,1,1,Lower,9,5,2
1109,PAN,   ,15,NA,e,Hot Para,B,PAN   ,3,2,1,Lower,11,2,2
1031,PAN,   ,1,NA,k,Hot Para,B,PAN   ,3,3,1,Lower,9,7,2
1025,PAN,   ,1,NA,e,Hot Para,B,PAN   ,3,4,1,Lower,12,2,2
1085,PAN,   ,9,NA,e,Hot Para,B,PAN   ,3,5,1,Lower,12,6,2
1385,SIM,   ,3,NA,e,Hot Para,B,SIM   ,3,6,1,Upper,13,2,1
1430,SIM,   ,15,NA,b,Hot Para,B,SIM   ,3,7,1,Upper,11,1,1
1406,SIM,   ,9,NA,b,Hot Para,B,SIM   ,3,8,1,Upper,12,6,1
1355,SIM,   ,1,NA,k,Hot Para,B,SIM   ,3,9,1,Upper,11,7,1
1382,SIM,   ,3,NA,b,Hot Para,B,SIM   ,3,10,1,Upper,10,3,1
1433,SIM,   ,15,NA,e,Hot Para,B,SIM   ,4,1,1,Lower,8,6,2
1349,SIM,   ,1,NA,e,Hot Para,B,SIM   ,4,2,1,Lower,12,4,2
1346,SIM,   ,1,NA,b,Hot Para,B,SIM   ,4,3,1,Lower,12,3,2
1409,SIM,   ,9,NA,e,Hot Para,B,SIM   ,4,4,1,Lower,12,7,2
1352,SIM,   ,1,NA,h,Hot Para,B,SIM   ,4,5,1,Lower,11,5,2
1205,PSA,   ,9,NA,e,Hot Para,B,PSA   ,4,6,1,Upper,11,2,1
1202,PSA,   ,9,NA,b,Hot Para,B,PSA   ,4,7,1,Upper,13,3,1
1229,PSA,   ,15,NA,e,Hot Para,B,PSA   ,4,8,1,Upper,9,5,1
1142,PSA,   ,1,NA,b,Hot Para,B,PSA   ,4,9,1,Upper,10,1,1
1145,PSA,   ,1,NA,e,Hot Para,B,PSA   ,4,10,1,Upper,10,2,1
518,PAL,   ,3,NA,b,Hot Para,B,PAL   ,5,1,1,Lower,10,1,2
545,PAL,   ,9,NA,e,Hot Para,B,PAL   ,5,2,1,Lower,8,7,2
542,PAL,   ,9,NA,b,Hot Para,B,PAL   ,5,3,1,Lower,10,6,2
488,PAL,   ,1,NA,h,Hot Para,B,PAL   ,5,4,1,Lower,10,2,2
482,PAL,   ,1,NA,b,Hot Para,B,PAL   ,5,5,1,Lower,10,4,2
1805,SUL,   ,15,NA,e,Hot Para,B,SUL   ,5,6,1,Upper,9,6,1
1724,SUL,   ,1,NA,h,Hot Para,B,SUL   ,5,7,1,Upper,10,5,1
1802,SUL,   ,15,NA,b,Hot Para,B,SUL   ,5,8,1,Upper,13,4,1
1721,SUL,   ,1,NA,e,Hot Para,B,SUL   ,5,9,1,Upper,11,4,1
1727,SUL,   ,1,NA,k,Hot Para,B,SUL   ,5,10,1,Upper,9,7,1
1178,PSA,   ,3,NA,b,Hot Para,B,PSA   ,6,1,1,Lower,12,5,2
1151,PSA,   ,1,NA,k,Hot Para,B,PSA   ,6,2,1,Lower,11,6,2
1226,PSA,   ,15,NA,b,Hot Para,B,PSA   ,6,3,1,Lower,8,5,2
1181,PSA,   ,3,NA,e,Hot Para,B,PSA   ,6,4,1,Lower,11,3,2
1148,PSA,   ,1,NA,h,Hot Para,B,PSA   ,6,5,1,Lower,10,3,2
485,PAL,   ,1,NA,e,Hot Para,B,PAL   ,6,6,1,Upper,12,7,1
569,PAL,   ,15,NA,e,Hot Para,B,PAL   ,6,7,1,Upper,12,3,1
566,PAL,   ,15,NA,b,Hot Para,B,PAL   ,6,8,1,Upper,13,7,1
521,PAL,   ,3,NA,e,Hot Para,B,PAL   ,6,9,1,Upper,10,7,1
491,PAL,   ,1,NA,k,Hot Para,B,PAL   ,6,10,1,Upper,13,6,1
824,PAL,PSA,12,3,b,Hot Para,B,PALPSA,2,2,2, ,1,2,2
752,PAL,PSA,3,3,b,Hot Para,B,PALPSA,2,3,2, ,1,3,2
764,PAL,PSA,3,6,b,Hot Para,B,PALPSA,2,4,2, ,1,6,2
776,PAL,PSA,3,9,b,Hot Para,B,PALPSA,2,5,2, ,1,4,2
788,PAL,PSA,3,12,b,Hot Para,B,PALPSA,2,6,2, ,1,5,2
800,PAL,PSA,6,3,b,Hot Para,B,PALPSA,2,7,2, ,1,1,2
812,PAL,PSA,9,3,b,Hot Para,B,PALPSA,2,8,2, ,1,7,2
188,BIR,PAN,9,3,b,Hot Para,B,BIRPAN,3,2,2, ,3,3,2
200,BIR,PAN,12,3,b,Hot Para,B,BIRPAN,3,3,2, ,3,7,2
152,BIR,PAN,3,9,b,Hot Para,B,BIRPAN,3,4,2, ,3,1,2
176,BIR,PAN,6,3,b,Hot Para,B,BIRPAN,3,5,2, ,3,4,2
128,BIR,PAN,3,3,b,Hot Para,B,BIRPAN,3,6,2, ,3,6,2
164,BIR,PAN,3,12,b,Hot Para,B,BIRPAN,3,7,2, ,3,5,2
140,BIR,PAN,3,6,b,Hot Para,B,BIRPAN,3,8,2, ,3,2,2
224,BIR,PSA,3,6,b,Hot Para,B,BIRPSA,4,2,2, ,4,6,1
272,BIR,PSA,9,3,b,Hot Para,B,BIRPSA,4,3,2, ,4,4,1
260,BIR,PSA,6,3,b,Hot Para,B,BIRPSA,4,4,2, ,4,2,1
284,BIR,PSA,12,3,b,Hot Para,B,BIRPSA,4,5,2, ,4,1,1
212,BIR,PSA,3,3,b,Hot Para,B,BIRPSA,4,6,2, ,4,7,1
236,BIR,PSA,3,9,b,Hot Para,B,BIRPSA,4,7,2, ,4,5,1
248,BIR,PSA,3,12,b,Hot Para,B,BIRPSA,4,8,2, ,4,3,1
836,PAL,SIM,3,3,b,Hot Para,B,PALSIM,5,2,2, ,8,6,1
908,PAL,SIM,12,3,b,Hot Para,B,PALSIM,5,3,2, ,8,5,1
848,PAL,SIM,3,6,b,Hot Para,B,PALSIM,5,4,2, ,8,4,1
896,PAL,SIM,9,3,b,Hot Para,B,PALSIM,5,5,2, ,8,7,1
884,PAL,SIM,6,3,b,Hot Para,B,PALSIM,5,6,2, ,8,1,1
872,PAL,SIM,3,12,b,Hot Para,B,PALSIM,5,7,2, ,8,2,1
860,PAL,SIM,3,9,b,Hot Para,B,PALSIM,5,8,2, ,8,3,1
1904,SUL,PSA,3,3,b,Hot Para,B,SULPSA,6,2,2, ,1,4,1
1976,SUL,PSA,12,3,b,Hot Para,B,SULPSA,6,3,2, ,1,6,1
1928,SUL,PSA,3,9,b,Hot Para,B,SULPSA,6,4,2, ,1,7,1
1916,SUL,PSA,3,6,b,Hot Para,B,SULPSA,6,5,2, ,1,3,1
1964,SUL,PSA,9,3,b,Hot Para,B,SULPSA,6,6,2, ,1,1,1
1952,SUL,PSA,6,3,b,Hot Para,B,SULPSA,6,7,2, ,1,2,1
1940,SUL,PSA,3,12,b,Hot Para,B,SULPSA,6,8,2, ,1,5,1
1628,SIM,SUL,3,6,b,Hot Para,B,SIMSUL,7,2,2, ,6,7,2
1616,SIM,SUL,3,3,b,Hot Para,B,SIMSUL,7,3,2, ,6,5,2
1640,SIM,SUL,3,9,b,Hot Para,B,SIMSUL,7,4,2, ,6,3,2
1652,SIM,SUL,3,12,b,Hot Para,B,SIMSUL,7,5,2, ,6,6,2
1688,SIM,SUL,12,3,b,Hot Para,B,SIMSUL,7,6,2, ,6,2,2
1676,SIM,SUL,9,3,b,Hot Para,B,SIMSUL,7,7,2, ,6,1,2
1664,SIM,SUL,6,3,b,Hot Para,B,SIMSUL,7,8,2, ,6,4,2
332,BIR,SIM,3,12,b,Hot Para,B,BIRSIM,8,2,2, ,4,6,2
320,BIR,SIM,3,9,b,Hot Para,B,BIRSIM,8,3,2, ,4,5,2
308,BIR,SIM,3,6,b,Hot Para,B,BIRSIM,8,4,2, ,4,3,2
296,BIR,SIM,3,3,b,Hot Para,B,BIRSIM,8,5,2, ,4,2,2
356,BIR,SIM,9,3,b,Hot Para,B,BIRSIM,8,6,2, ,4,7,2
368,BIR,SIM,12,3,b,Hot Para,B,BIRSIM,8,7,2, ,4,1,2
344,BIR,SIM,6,3,b,Hot Para,B,BIRSIM,8,8,2, ,4,4,2
1592,SIM,PSA,9,3,b,Hot Para,B,SIMPSA,1,2,3, ,2,3,2
1544,SIM,PSA,3,6,b,Hot Para,B,SIMPSA,1,3,3, ,2,6,2
1580,SIM,PSA,6,3,b,Hot Para,B,SIMPSA,1,4,3, ,2,7,2
1604,SIM,PSA,12,3,b,Hot Para,B,SIMPSA,1,5,3, ,2,1,2
1556,SIM,PSA,3,9,b,Hot Para,B,SIMPSA,1,6,3, ,2,5,2
1532,SIM,PSA,3,3,b,Hot Para,B,SIMPSA,1,7,3, ,8,1,2
1568,SIM,PSA,3,12,b,Hot Para,B,SIMPSA,1,8,3, ,2,2,2
1472,SIM,PAN,3,9,b,Hot Para,B,SIMPAN,2,2,3, ,2,7,1
1508,SIM,PAN,9,3,b,Hot Para,B,SIMPAN,2,3,3, ,2,2,1
1448,SIM,PAN,3,3,b,Hot Para,B,SIMPAN,2,4,3, ,2,5,1
1520,SIM,PAN,12,3,b,Hot Para,B,SIMPAN,2,5,3, ,2,3,1
1496,SIM,PAN,6,3,b,Hot Para,B,SIMPAN,2,6,3, ,2,6,1
1460,SIM,PAN,3,6,b,Hot Para,B,SIMPAN,2,7,3, ,9,1,1
1484,SIM,PAN,3,12,b,Hot Para,B,SIMPAN,2,8,3, ,2,1,1
1256,PSA,PAN,3,6,b,Hot Para,B,PSAPAN,3,2,3, ,7,6,1
1304,PSA,PAN,9,3,b,Hot Para,B,PSAPAN,3,3,3, ,7,2,1
1268,PSA,PAN,3,9,b,Hot Para,B,PSAPAN,3,4,3, ,9,3,1
1280,PSA,PAN,3,12,b,Hot Para,B,PSAPAN,3,5,3, ,7,7,1
1292,PSA,PAN,6,3,b,Hot Para,B,PSAPAN,3,6,3, ,7,1,1
1316,PSA,PAN,12,3,b,Hot Para,B,PSAPAN,3,7,3, ,7,3,1
1244,PSA,PAN,3,3,b,Hot Para,B,PSAPAN,3,8,3, ,7,5,1
608,PAL,BIR,3,9,b,Hot Para,B,PALBIR,4,2,3, ,7,6,2
584,PAL,BIR,3,3,b,Hot Para,B,PALBIR,4,3,3, ,7,5,2
632,PAL,BIR,6,3,b,Hot Para,B,PALBIR,4,4,3, ,7,3,2
656,PAL,BIR,12,3,b,Hot Para,B,PALBIR,4,5,3, ,8,3,2
620,PAL,BIR,3,12,b,Hot Para,B,PALBIR,4,6,3, ,7,7,2
644,PAL,BIR,9,3,b,Hot Para,B,PALBIR,4,7,3, ,7,2,2
596,PAL,BIR,3,6,b,Hot Para,B,PALBIR,4,8,3, ,7,1,2
1880,SUL,PAN,9,3,b,Hot Para,B,SULPAN,5,2,3, ,3,3,1
1856,SUL,PAN,3,12,b,Hot Para,B,SULPAN,5,3,3, ,3,1,1
1820,SUL,PAN,3,3,b,Hot Para,B,SULPAN,5,4,3, ,3,5,1
1844,SUL,PAN,3,9,b,Hot Para,B,SULPAN,5,5,3, ,3,6,1
1868,SUL,PAN,6,3,b,Hot Para,B,SULPAN,5,6,3, ,3,4,1
1892,SUL,PAN,12,3,b,Hot Para,B,SULPAN,5,7,3, ,3,2,1
1832,SUL,PAN,3,6,b,Hot Para,B,SULPAN,5,8,3, ,3,7,1
944,PAL,SUL,3,9,b,Hot Para,B,PALSUL,6,2,3, ,6,5,1
968,PAL,SUL,6,3,b,Hot Para,B,PALSUL,6,3,3, ,6,1,1
956,PAL,SUL,3,12,b,Hot Para,B,PALSUL,6,4,3, ,6,4,1
920,PAL,SUL,3,3,b,Hot Para,B,PALSUL,6,5,3, ,6,6,1
932,PAL,SUL,3,6,b,Hot Para,B,PALSUL,6,6,3, ,6,7,1
980,PAL,SUL,9,3,b,Hot Para,B,PALSUL,6,7,3, ,6,3,1
992,PAL,SUL,12,3,b,Hot Para,B,PALSUL,6,8,3, ,6,2,1
440,BIR,SUL,9,3,b,Hot Para,B,BIRSUL,7,2,3, ,5,3,2
404,BIR,SUL,3,9,b,Hot Para,B,BIRSUL,7,3,3, ,5,1,2
380,BIR,SUL,3,3,b,Hot Para,B,BIRSUL,7,4,3, ,8,2,2
428,BIR,SUL,6,3,b,Hot Para,B,BIRSUL,7,5,3, ,5,6,2
392,BIR,SUL,3,6,b,Hot Para,B,BIRSUL,7,6,3, ,5,2,2
452,BIR,SUL,12,3,b,Hot Para,B,BIRSUL,7,7,3, ,5,5,2
416,BIR,SUL,3,12,b,Hot Para,B,BIRSUL,7,8,3, ,5,7,2
716,PAL,PAN,6,3,b,Hot Para,B,PALPAN,8,2,3, ,5,6,1
704,PAL,PAN,3,12,b,Hot Para,B,PALPAN,8,3,3, ,5,2,1
728,PAL,PAN,9,3,b,Hot Para,B,PALPAN,8,4,3, ,9,2,1
740,PAL,PAN,12,3,b,Hot Para,B,PALPAN,8,5,3, ,5,7,1
692,PAL,PAN,3,9,b,Hot Para,B,PALPAN,8,6,3, ,5,3,1
680,PAL,PAN,3,6,b,Hot Para,B,PALPAN,8,7,3, ,5,5,1
668,PAL,PAN,3,3,b,Hot Para,B,PALPAN,8,8,3, ,5,1,1
1736,SUL,   ,1,NA,h,Hot Safe,B,SUL   ,1,1,1,Lower,11,1,2
1787,SUL,   ,9,NA,e,Hot Safe,B,SUL   ,1,2,1,Lower,9,5,2
1730,SUL,   ,1,NA,b,Hot Safe,B,SUL   ,1,3,1,Lower,10,1,2
1811,SUL,   ,15,NA,e,Hot Safe,B,SUL   ,1,4,1,Lower,9,7,2
1808,SUL,   ,15,NA,b,Hot Safe,B,SUL   ,1,5,1,Lower,11,2,2
1040,PAN,   ,1,NA,h,Hot Safe,B,PAN   ,1,6,1,Upper,10,7,1
1064,PAN,   ,3,NA,b,Hot Safe,B,PAN   ,1,7,1,Upper,10,5,1
1088,PAN,   ,9,NA,b,Hot Safe,B,PAN   ,1,8,1,Upper,12,1,1
1112,PAN,   ,15,NA,b,Hot Safe,B,PAN   ,1,9,1,Upper,11,1,1
1034,PAN,   ,1,NA,b,Hot Safe,B,PAN   ,1,10,1,Upper,9,6,1
1067,PAN,   ,3,NA,e,Hot Safe,B,PAN   ,2,1,1,Lower,11,5,2
1043,PAN,   ,1,NA,k,Hot Safe,B,PAN   ,2,2,1,Lower,10,5,2
1115,PAN,   ,15,NA,e,Hot Safe,B,PAN   ,2,3,1,Lower,8,4,2
1091,PAN,   ,9,NA,e,Hot Safe,B,PAN   ,2,4,1,Lower,12,5,2
1037,PAN,   ,1,NA,e,Hot Safe,B,PAN   ,2,5,1,Lower,10,4,2
71,BIR,   ,3,NA,e,Hot Safe,B,BIR   ,2,6,1,Upper,9,7,1
41,BIR,   ,1,NA,e,Hot Safe,B,BIR   ,2,7,1,Upper,13,6,1
116,BIR,   ,15,NA,b,Hot Safe,B,BIR   ,2,8,1,Upper,10,6,1
68,BIR,   ,3,NA,b,Hot Safe,B,BIR   ,2,9,1,Upper,11,2,1
119,BIR,   ,15,NA,e,Hot Safe,B,BIR   ,2,10,1,Upper,12,6,1
1364,SIM,   ,1,NA,h,Hot Safe,B,SIM   ,3,1,1,Lower,11,6,2
1436,SIM,   ,15,NA,b,Hot Safe,B,SIM   ,3,2,1,Lower,12,1,2
1367,SIM,   ,1,NA,k,Hot Safe,B,SIM   ,3,3,1,Lower,10,6,2
1391,SIM,   ,3,NA,e,Hot Safe,B,SIM   ,3,4,1,Lower,8,5,2
1358,SIM,   ,1,NA,b,Hot Safe,B,SIM   ,3,5,1,Lower,11,3,2
1187,PSA,   ,3,NA,e,Hot Safe,B,PSA   ,3,6,1,Upper,13,2,1
1184,PSA,   ,3,NA,b,Hot Safe,B,PSA   ,3,7,1,Upper,13,4,1
1235,PSA,   ,15,NA,e,Hot Safe,B,PSA   ,3,8,1,Upper,11,6,1
1154,PSA,   ,1,NA,b,Hot Safe,B,PSA   ,3,9,1,Upper,9,5,1
1232,PSA,   ,15,NA,b,Hot Safe,B,PSA   ,3,10,1,Upper,12,3,1
548,PAL,   ,9,NA,b,Hot Safe,B,PAL   ,4,1,1,Lower,10,3,2
524,PAL,   ,3,NA,b,Hot Safe,B,PAL   ,4,2,1,Lower,10,7,2
497,PAL,   ,1,NA,e,Hot Safe,B,PAL   ,4,3,1,Lower,10,2,2
494,PAL,   ,1,NA,b,Hot Safe,B,PAL   ,4,4,1,Lower,8,7,2
527,PAL,   ,3,NA,e,Hot Safe,B,PAL   ,4,5,1,Lower,9,2,2
500,PAL,   ,1,NA,h,Hot Safe,B,PAL   ,4,6,1,Upper,13,1,1
551,PAL,   ,9,NA,e,Hot Safe,B,PAL   ,4,7,1,Upper,11,7,1
572,PAL,   ,15,NA,b,Hot Safe,B,PAL   ,4,8,1,Upper,10,2,1
575,PAL,   ,15,NA,e,Hot Safe,B,PAL   ,4,9,1,Upper,13,7,1
503,PAL,   ,1,NA,k,Hot Safe,B,PAL   ,4,10,1,Upper,10,3,1
44,BIR,   ,1,NA,h,Hot Safe,B,BIR   ,5,1,1,Lower,8,6,2
47,BIR,   ,1,NA,k,Hot Safe,B,BIR   ,5,2,1,Lower,11,7,2
92,BIR,   ,9,NA,b,Hot Safe,B,BIR   ,5,3,1,Lower,9,1,2
95,BIR,   ,9,NA,e,Hot Safe,B,BIR   ,5,4,1,Lower,12,3,2
38,BIR,   ,1,NA,b,Hot Safe,B,BIR   ,5,5,1,Lower,9,3,2
1784,SUL,   ,9,NA,b,Hot Safe,B,SUL   ,5,6,1,Upper,12,5,1
1760,SUL,   ,3,NA,b,Hot Safe,B,SUL   ,5,7,1,Upper,12,2,1
1733,SUL,   ,1,NA,e,Hot Safe,B,SUL   ,5,8,1,Upper,13,3,1
1739,SUL,   ,1,NA,k,Hot Safe,B,SUL   ,5,9,1,Upper,10,1,1
1763,SUL,   ,3,NA,e,Hot Safe,B,SUL   ,5,10,1,Upper,12,7,1
1211,PSA,   ,9,NA,e,Hot Safe,B,PSA   ,6,1,1,Lower,12,6,2
1208,PSA,   ,9,NA,b,Hot Safe,B,PSA   ,6,2,1,Lower,9,6,2
1163,PSA,   ,1,NA,k,Hot Safe,B,PSA   ,6,3,1,Lower,12,4,2
1157,PSA,   ,1,NA,e,Hot Safe,B,PSA   ,6,4,1,Lower,12,2,2
